ham,Where you. What happen,,,
ham,I was gonna ask you lol but i think its at 7,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,,,
ham,Go chase after her and run her over while she's crossing the street,,,
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),,,
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,,,
ham,Hey... Very inconvenient for your sis a not huh?,,,
ham,Ok i vl..do u know i got adsense approved..,,,
ham,"* Was really good to see you the other day dudette, been missing you!",,,
ham,I want to go to perumbavoor,,,
ham,How many times i told in the stage all use to laugh. You not listen aha.,,,
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,
ham,(You didn't hear it from me),,,
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,,,
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,,,
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,,,
ham,She ran off with a younger man. we will make pretty babies together :),,,
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,,,
ham,O ic lol. Should play 9 doors sometime yo,,,
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",,,
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",,,
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,,,
ham,Hmmm.still we dont have opener?,,,
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,,,
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)"""
ham,I will vote for wherever my heart guides me,,,
ham,With my sis lor... We juz watched italian job.,,,
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",,,
ham,Lmao you know me so well...,,,
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,,,
ham,Goodnight da thangam I really miss u dear.,,,
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,,,
ham,"Geeeee ... Your internet is really bad today, eh ?",,,
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,,,
ham,I think i am disturbing her da,,,
ham,"Sorry, I'll call you  later. I am in meeting sir.",,,
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,,,
ham,Ok i also wan 2 watch e 9 pm show...,,,
ham,I dunno lei... Like dun haf...,,,
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,,,
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,,,
spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,,,
ham,Talk to g and x about that,,,
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),,,
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,,,
ham,As in different styles?,,,
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,,,
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,,,
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",,,
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol",,,
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,,,
ham,\Keep ur problems in ur heart," b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..""",,
ham,"Yeah, give me a call if you've got a minute",,,
ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,"IåÕL CALL U\""""",
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),,,
ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,,,
ham,Hey happy birthday...,,,
ham,Sorry i missed your call. Can you please call back.,,,
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,,,
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",,,
ham,I wont do anything de.,,,
ham,What type of stuff do you sing?,,,
ham,"St andre, virgil's cream",,,
ham,No no. I will check all rooms befor activities,,,
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",,,
ham,Gokila is talking with you aha:),,,
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",,,
ham,K.k.this month kotees birthday know?,,,
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,,,
ham,Sorry about that this is my mates phone and i didnt write it love Kate,,,
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",,,
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",,,
ham,"Aight, call me once you're close",,,
ham,Nope thats fine. I might have a nap tho! ,,,
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,,,
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,,,
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,,,
ham,Ding me on ya break fassyole! Blacko from londn,,,
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,,,
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
ham,Oh you got many responsibilities.,,,
spam,You have 1 new message. Please call 08715205273,,,
ham,I've reached sch already...,,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,,,
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,,,
ham,Argh why the fuck is nobody in town ;_;,,,
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",,,
ham,Thanks. Fills me with complete calm and reassurance! ,,,
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,,,
ham,Are you driving or training?,,,
ham,Lol for real. She told my dad I have cancer,,,
spam,PRIVATE! Your 2003 Account Statement for 078,,,
ham,"Oops I did have it,  &lt;#&gt; ?",,,
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",,,
ham,"Hi Chikku, send some nice msgs",,,
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",,,
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",,,
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",,,
ham,Cuz ibored. And don wanna study,,,
ham,Wot about on wed nite I am 3 then but only til 9!,,,
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",,,
ham,Any way where are you and what doing.,,,
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,,,
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,,,
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",,,
ham,Sday only joined.so training we started today:),,,
ham,Sorry * was at the grocers.,,,
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,,,
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,,,
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,,,
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,,,
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,,,
ham,I'm in office now da:)where are you?,,,
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,,,
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,,,
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,,,
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),,,
ham,Pls call me da. What happen.,,,
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",,,
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,,,
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,,,
ham,Haven't left yet so probably gonna be here til dinner,,,
ham,"Like  &lt;#&gt; , same question",,,
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,,,
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",,,
ham,K k:) sms chat with me.,,,
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,,,
ham,No but the bluray player can,,,
ham,Ok... Then r we meeting later?,,,
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,,,
ham,Just send a text. We'll skype later.,,,
ham,Ok leave no need to ask,,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
ham,ÌÏ still got lessons?  ÌÏ in sch?,,,
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,,,
ham,Oh did you charge camera,,,
ham,"I‰Û÷ve got some salt, you can rub it in my open wounds if you like!",,,
ham,Now i'm going for lunch.,,,
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,,,
ham,Oh k. . I will come tomorrow,,,
ham,"Aight, text me tonight and we'll see what's up",,,
ham,U 2.,,,
ham,Water logging in desert. Geoenvironmental implications.,,,
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
ham,Company is very good.environment is terrific and food is really nice:),,,
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",,,
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,,,
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",,,
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",,,
ham,K sure am in my relatives home. Sms me de. Pls:-),,,
ham,I sent them. Do you like?,,,
ham,"Fuuuuck I need to stop sleepin, sup",,,
ham,I'm in town now so i'll jus take mrt down later.,,,
ham,I just cooked a rather nice salmon a la you,,,
ham,I uploaded mine to Facebook,,,
ham,WHAT TIME U WRKIN?,,,
ham,Okie,,,
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,,,
ham,"Sorry, I'll call later",,,
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,,,
ham,"It's wylie, you in tampa or sarasota?",,,
ham,Ok... Take ur time n enjoy ur dinner...,,,
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,,,
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",,,
ham,I like cheap! But i‰Û÷m happy to splash out on the wine if it makes you feel better..,,,
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,,,
ham,Ugh my leg hurts. Musta overdid it on mon.,,,
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,,,
ham,Me fine..absolutly fine,,,
ham,How come she can get it? Should b quite diff to guess rite...,,,
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,,,
ham,I will reach ur home in  &lt;#&gt;  minutes,,,
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",,,
ham,Hi.what you think about match?,,,
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,,,
ham,It is only yesterday true true.,,,
ham,K.k.how is your business now?,,,
ham,3 pa but not selected.,,,
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
ham,I keep ten rs in my shelf:) buy two egg.,,,
ham,I am late. I will be there at,,,
ham,Well thats nice. Too bad i cant eat it,,,
ham,I accidentally brought em home in the box,,,
ham,Pls she needs to dat slowly or she will vomit more.,,,
ham,I have to take exam with in march 3,,,
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",,,
ham,5 nights...We nt staying at port step liao...Too ex,,,
ham,If I die I want u to have all my stuffs.,,,
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",,,
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,,,
ham,Prabha..i'm soryda..realy..frm heart i'm sory,,,
ham,I re-met alex nichols from middle school and it turns out he's dealing!,,,
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,,,
ham,It means u could not keep ur words.,,,
ham,"Nope, I'm still in the market",,,
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,,,
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,,,
ham,Hey what how about your project. Started aha da.,,,
ham,Ok cool. See ya then.,,,
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,,,
ham,Yeah I can still give you a ride,,,
ham,"Jay wants to work out first, how's 4 sound?",,,
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt",,,
ham,Its a part of checking IQ,,,
ham,Hmm thinking lor...,,,
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,,,
ham,thanks for the temales it was wonderful. Thank. Have a great week.,,,
ham,Thank you princess! I want to see your nice juicy booty...,,,
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,,,
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
ham,U come n search tat vid..not finishd..,,,
ham,"K I'm leaving soon, be there a little after 9",,,
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,,,
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",,,
ham,You do your studies alone without anyones help. If you cant no need to study.,,,
ham,Please tell me not all of my car keys are in your purse,,,
ham,I didnt get anything da,,,
ham,Ok... Sweet dreams...,,,
ham,Well she's in for a big surprise!,,,
ham,"As usual..iam fine, happy &amp; doing well..:)",,,
ham,1 in cbe. 2 in chennai.,,,
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,,,
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,,,
ham,I absolutely LOVE South Park! I only recently started watching the office.,,,
ham,Did you see that film:),,,
ham,Pls speak with me. I wont ask anything other then you friendship.,,,
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
ham,Gud ni8.swt drms.take care,,,
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,,,
ham,Anything lar then Ì_ not going home 4 dinner?,,,
ham,\ER," ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx\""""",,
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",,,
ham,Did u fix the teeth?if not do it asap.ok take care.,,,
ham,So u wan 2 come for our dinner tonight a not?,,,
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",,,
ham,Its too late:)but its k.wish you the same.,,,
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",,,
ham,Oh yeah clearly it's my fault,,,
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,,,
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",,,
ham,"Vikky, come around  &lt;TIME&gt; ..",,,
ham,"And how you will do that, princess? :)",,,
ham,I have gone into get info bt dont know what to do,,,
ham,"Yeah, probably here for a while",,,
ham,Sent me ur email id soon,,,
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",,,
ham,I'm still pretty weak today .. Bad day ?,,,
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,,,
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),,,
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,,,
ham,Dear where you. Call me,,,
ham,Xy trying smth now. U eat already? We havent...,,,
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,,,
ham,I donno its in your genes or something,,,
spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,,,
ham,Alex says he's not ok with you not being ok with it,,,
ham,Are u coming to the funeral home,,,
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,,,
ham,I.ll hand her my phone to chat wit u,,,
ham,Well good morning mr . Hows london treatin' ya treacle?,,,
ham,I can't make it tonight,,,
ham,At WHAT TIME should i come tomorrow,,,
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,,,
ham,"I can. But it will tell quite long, cos i haven't finish my film yet...",,,
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,,,
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",,,
ham,Ill be at yours in about 3 mins but look out for me,,,
ham,What you did in  leave.,,,
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,,,
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",,,
ham,"yeah, that's what I was thinking",,,
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,,,
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,,,
ham,My sister going to earn more than me da.,,,
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,,,
ham,Hahaha..use your brain dear,,,
ham,Jus finish watching tv... U?,,,
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",,,
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",,,
ham,Kothi print out marandratha.,,,
ham,But we havent got da topic yet rite?,,,
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,,,
ham,"Thanks, I'll keep that in mind",,,
ham,Aah bless! How's your arm?,,,
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",,,
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",,,
ham,What makes you most happy?,,,
ham,Wishing you a wonderful week.,,,
ham,Sweet heart how are you?,,,
ham,"Sir, waiting for your letter.",,,
ham,Dude im no longer a pisces. Im an aquarius now.,,,
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,,,
ham,I think steyn surely get one wicket:),,,
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",,,
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex",,,
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,,,
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,,,
ham,My birthday is on feb  &lt;#&gt;  da. .,,,
ham,So when do you wanna gym?,,,
ham,You'd like that wouldn't you? Jerk!,,,
ham,Are u awake? Is there snow there?,,,
ham,And of course you should make a stink!,,,
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",,,
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.,,,
ham,When you guys planning on coming over?,,,
ham,Wat Ì_ doing now?,,,
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,,,
ham,Do I? I thought I put it back in the box,,,
ham,I'm home...,,,
ham,No one interested. May be some business plan.,,,
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,,,
ham,Good morning princess! Have a great day!,,,
ham,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,,,
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,,,
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",,,
ham,Tell me something. Thats okay.,,,
ham,Ok,,,
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,,,
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,,,
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend",,,
ham,Yep get with the program. You're slacking.,,,
ham,I'm in inside office..still filling forms.don know when they leave me.,,,
ham,"I think your mentor is , but not 100 percent sure.",,,
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
